Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],IIO time [ms],Matryoshka time [ms],IIO step 2 basis changes,IIO iterations
OF1,32,CauchyDensity,01-02,381679867030,113,101,12,7412,148
OF1,32,CauchyDensity,01-03,639702236564,125,112,13,8230,190
OF1,32,CauchyDensity,01-04,412850049504,174,161,13,10302,349
OF1,32,CauchyDensity,01-05,1271790354042,67,58,9,6367,66
OF1,32,CauchyDensity,01-06,1206058384559,128,113,15,8515,193
OF1,32,CauchyDensity,01-07,706329620657,144,129,15,9178,225
OF1,32,CauchyDensity,01-08,641720516058,195,174,21,10236,280
OF1,32,CauchyDensity,01-09,511406435076,166,154,12,9737,363
OF1,32,CauchyDensity,01-10,1197930636345,107,92,15,8021,146
OF1,32,CauchyDensity,02-04,309433909655,142,128,14,7546,146
OF1,32,CauchyDensity,02-05,1203032347565,79,74,5,7904,53
OF1,32,CauchyDensity,02-06,1042676257653,213,191,22,7057,118
OF1,32,CauchyDensity,02-08,451423419694,150,134,16,7889,164
OF1,32,CauchyDensity,02-09,483000578762,163,145,18,7758,212
OF1,32,CauchyDensity,02-10,1038938059457,117,101,16,6812,107
OF1,32,CauchyDensity,03-02,452634693879,78,68,10,6901,91
OF1,32,CauchyDensity,03-04,328246246739,142,127,15,7304,138
OF1,32,CauchyDensity,03-05,803096837341,96,87,9,6101,84
OF1,32,CauchyDensity,03-06,635701121734,132,116,16,7512,201
OF1,32,CauchyDensity,03-08,308497055611,178,162,16,7656,260
OF1,32,CauchyDensity,03-09,582494958613,138,122,16,8633,184
OF1,32,CauchyDensity,03-10,607140440510,107,94,13,7253,111
OF1,32,CauchyDensity,04-05,1032041278880,85,80,5,7210,56
OF1,32,CauchyDensity,04-08,239521392338,183,164,19,7577,221
OF1,32,CauchyDensity,04-10,853718773723,131,113,18,7638,127
OF1,32,CauchyDensity,05-08,928351022318,107,93,14,7617,85
OF1,32,CauchyDensity,05-10,494335021350,160,137,23,8417,184
OF1,32,CauchyDensity,06-04,843671575076,120,100,20,7410,112
OF1,32,CauchyDensity,06-05,565155989066,151,126,25,7853,166
OF1,32,CauchyDensity,06-08,688158476474,182,163,19,7811,128
OF1,32,CauchyDensity,06-09,1000570542292,179,156,23,8788,218
OF1,32,CauchyDensity,06-10,134046572578,123,103,20,7085,143
OF1,32,CauchyDensity,07-02,485845054919,156,140,16,8436,223
OF1,32,CauchyDensity,07-03,347283576620,122,96,26,6910,116
OF1,32,CauchyDensity,07-04,321205042830,123,108,15,8336,209
OF1,32,CauchyDensity,07-05,1051148073343,149,130,19,6727,101
OF1,32,CauchyDensity,07-06,708313166987,112,99,13,7529,111
OF1,32,CauchyDensity,07-08,212809387695,125,107,18,7385,151
OF1,32,CauchyDensity,07-09,573579778037,92,75,17,8127,124
OF1,32,CauchyDensity,07-10,735728700392,92,80,12,7660,92
OF1,32,CauchyDensity,09-04,350622260473,156,137,19,8514,236
OF1,32,CauchyDensity,09-05,1045957382508,135,119,16,7066,105
OF1,32,CauchyDensity,09-08,399633752839,127,107,20,8345,158
OF1,32,CauchyDensity,09-10,999881548592,178,156,22,8609,201
OF1,32,CauchyDensity,10-08,708566281189,116,97,19,7808,107
OF1,32,ClassicImages,01-02,206116560402,115,97,18,7186,192
OF1,32,ClassicImages,01-03,230366264212,143,125,18,6912,217
OF1,32,ClassicImages,01-04,169474198532,99,83,16,6217,157
OF1,32,ClassicImages,01-05,195237855155,87,72,15,6349,105
OF1,32,ClassicImages,01-06,290990535908,107,88,19,7559,140
OF1,32,ClassicImages,01-07,232298183133,153,139,14,6403,234
OF1,32,ClassicImages,01-08,185575555991,165,136,29,6969,167
OF1,32,ClassicImages,01-09,341587129047,106,90,16,7282,103
OF1,32,ClassicImages,01-10,289184470976,105,85,20,6826,135
OF1,32,ClassicImages,02-04,88423074494,183,157,26,5271,131
OF1,32,ClassicImages,02-05,89449778556,89,73,16,5125,102
OF1,32,ClassicImages,02-06,104244812348,88,72,16,5739,104
OF1,32,ClassicImages,02-08,116958936846,99,84,15,5668,112
OF1,32,ClassicImages,02-09,254025703605,92,76,16,7252,89
OF1,32,ClassicImages,02-10,171012230834,110,92,18,5810,111
OF1,32,ClassicImages,03-02,160003215762,108,90,18,5702,132
OF1,32,ClassicImages,03-04,132396478107,94,79,15,5192,93
OF1,32,ClassicImages,03-05,149000530812,123,108,15,6156,191
OF1,32,ClassicImages,03-06,182241645629,115,100,15,6423,136
OF1,32,ClassicImages,03-08,161255543724,160,134,26,6063,180
OF1,32,ClassicImages,03-09,300822382196,109,94,15,7044,115
OF1,32,ClassicImages,03-10,250508839999,119,103,16,6541,164
OF1,32,ClassicImages,04-05,107862844914,89,73,16,4739,95
OF1,32,ClassicImages,04-08,110764385234,79,63,16,4840,80
OF1,32,ClassicImages,04-10,222790714046,131,111,20,6690,191
OF1,32,ClassicImages,05-08,140371648499,99,82,17,5585,123
OF1,32,ClassicImages,05-10,216794329022,146,115,31,6890,180
OF1,32,ClassicImages,06-04,161621530642,114,95,19,6413,129
OF1,32,ClassicImages,06-05,137062082674,94,79,15,6110,117
OF1,32,ClassicImages,06-08,156244037026,135,117,18,6775,163
OF1,32,ClassicImages,06-09,252213743001,133,115,18,7179,150
OF1,32,ClassicImages,06-10,169177440084,96,80,16,5464,103
OF1,32,ClassicImages,07-02,101986524106,84,69,15,4912,93
OF1,32,ClassicImages,07-03,194550788968,130,115,15,5857,167
OF1,32,ClassicImages,07-04,150976816021,106,91,15,5387,122
OF1,32,ClassicImages,07-05,103685398596,91,75,16,5314,112
OF1,32,ClassicImages,07-06,131670452996,97,80,17,6304,141
OF1,32,ClassicImages,07-08,148273858023,128,101,27,5709,115
OF1,32,ClassicImages,07-09,228608020255,117,102,15,6624,128
OF1,32,ClassicImages,07-10,186868192027,106,88,18,5917,114
OF1,32,ClassicImages,09-04,287373769741,105,91,14,6815,124
OF1,32,ClassicImages,09-05,238306777814,99,86,13,6404,111
OF1,32,ClassicImages,09-08,334539956114,113,98,15,7594,123
OF1,32,ClassicImages,09-10,368774950421,146,129,17,8017,176
OF1,32,ClassicImages,10-08,188604254271,105,87,18,5643,127
OF1,32,GRFmoderate,01-02,171884032934,122,106,16,7015,201
OF1,32,GRFmoderate,01-03,254137269163,111,94,17,7232,109
OF1,32,GRFmoderate,01-04,397444272381,110,93,17,8314,153
OF1,32,GRFmoderate,01-05,208898838580,102,86,16,7065,133
OF1,32,GRFmoderate,01-06,300044891664,110,94,16,7090,140
OF1,32,GRFmoderate,01-07,155551740055,108,91,17,6746,158
OF1,32,GRFmoderate,01-08,316529636955,132,107,25,6574,103
OF1,32,GRFmoderate,01-09,134174011948,100,84,16,6139,132
OF1,32,GRFmoderate,01-10,107233896920,93,77,16,5953,107
OF1,32,GRFmoderate,02-04,325981113421,118,100,18,7432,149
OF1,32,GRFmoderate,02-05,150638691845,99,84,15,5651,113
OF1,32,GRFmoderate,02-06,244688527012,129,111,18,6962,168
OF1,32,GRFmoderate,02-08,325477006362,115,100,15,7862,151
OF1,32,GRFmoderate,02-09,153873078087,109,91,18,5889,148
OF1,32,GRFmoderate,02-10,170753470748,151,127,24,6390,156
OF1,32,GRFmoderate,03-02,267722401912,121,94,27,6861,91
OF1,32,GRFmoderate,03-04,280583736087,104,87,17,7488,143
OF1,32,GRFmoderate,03-05,208185703595,97,83,14,6129,109
OF1,32,GRFmoderate,03-06,254943574831,108,91,17,6798,128
OF1,32,GRFmoderate,03-08,154149361037,155,131,24,5665,195
OF1,32,GRFmoderate,03-09,192693908572,95,81,14,5915,109
OF1,32,GRFmoderate,03-10,216030442258,108,93,15,6891,119
OF1,32,GRFmoderate,04-05,236669935459,105,87,18,6780,143
OF1,32,GRFmoderate,04-08,339522701620,106,90,16,7806,150
OF1,32,GRFmoderate,04-10,359731361865,105,87,18,7704,139
OF1,32,GRFmoderate,05-08,262152343211,110,96,14,6935,113
OF1,32,GRFmoderate,05-10,171525657539,92,76,16,6052,119
OF1,32,GRFmoderate,06-04,230276167495,111,93,18,6359,143
OF1,32,GRFmoderate,06-05,154397961704,110,95,15,5272,126
OF1,32,GRFmoderate,06-08,292945246854,122,104,18,6969,148
OF1,32,GRFmoderate,06-09,246346533831,110,93,17,6725,152
OF1,32,GRFmoderate,06-10,250099458025,89,73,16,6424,124
OF1,32,GRFmoderate,07-02,168009897603,106,89,17,6267,119
OF1,32,GRFmoderate,07-03,229427385046,107,89,18,6572,118
OF1,32,GRFmoderate,07-04,334258742984,107,90,17,7694,163
OF1,32,GRFmoderate,07-05,145181817423,100,84,16,6580,154
OF1,32,GRFmoderate,07-06,234507242307,103,87,16,6851,138
OF1,32,GRFmoderate,07-08,272644297616,101,85,16,6706,114
OF1,32,GRFmoderate,07-09,90005282514,114,99,15,5443,142
OF1,32,GRFmoderate,07-10,117818443682,101,76,25,5519,114
OF1,32,GRFmoderate,09-04,341989833467,104,87,17,7937,140
OF1,32,GRFmoderate,09-05,154172038880,90,75,15,6483,128
OF1,32,GRFmoderate,09-08,242059357581,98,85,13,6545,114
OF1,32,GRFmoderate,09-10,119607437543,134,105,29,5482,129
OF1,32,GRFmoderate,10-08,289836957462,100,84,16,7170,124
OF1,32,GRFrough,01-02,91874958702,102,82,20,5052,117
OF1,32,GRFrough,01-03,73997641939,88,71,17,4430,94
OF1,32,GRFrough,01-04,102019968685,95,79,16,5156,102
OF1,32,GRFrough,01-05,69717519334,111,94,17,4371,115
OF1,32,GRFrough,01-06,88417059005,88,73,15,4616,99
OF1,32,GRFrough,01-07,66227051752,87,74,13,4393,107
OF1,32,GRFrough,01-08,69543249664,197,174,23,4534,128
OF1,32,GRFrough,01-09,57431343430,80,66,14,3992,76
OF1,32,GRFrough,01-10,70956548247,81,65,16,4234,84
OF1,32,GRFrough,02-04,102019437359,103,88,15,4884,102
OF1,32,GRFrough,02-05,60895475073,94,78,16,4034,109
OF1,32,GRFrough,02-06,101421742248,184,155,29,4811,127
OF1,32,GRFrough,02-08,87302901898,97,80,17,4778,122
OF1,32,GRFrough,02-09,70479296476,101,84,17,4558,121
OF1,32,GRFrough,02-10,68012573674,103,87,16,4363,108
OF1,32,GRFrough,03-02,106692794066,119,102,17,5356,129
OF1,32,GRFrough,03-04,97522873946,101,81,20,5591,122
OF1,32,GRFrough,03-05,93502854974,95,79,16,5068,108
OF1,32,GRFrough,03-06,69957958560,91,74,17,4478,104
OF1,32,GRFrough,03-08,82953436822,97,79,18,4865,122
OF1,32,GRFrough,03-09,89396995090,98,82,16,5116,100
OF1,32,GRFrough,03-10,80399205009,84,68,16,4937,94
OF1,32,GRFrough,04-05,117013224733,136,116,20,5867,114
OF1,32,GRFrough,04-08,120093767029,173,140,33,6004,176
OF1,32,GRFrough,04-10,103855355899,114,89,25,5166,96
OF1,32,GRFrough,05-08,65112749053,97,76,21,4246,98
OF1,32,GRFrough,05-10,51369462907,100,81,19,3827,85
OF1,32,GRFrough,06-04,89541097642,100,83,17,4603,115
OF1,32,GRFrough,06-05,95863430317,113,98,15,5023,117
OF1,32,GRFrough,06-08,100921363350,110,92,18,4722,99
OF1,32,GRFrough,06-09,91692251060,89,75,14,4781,88
OF1,32,GRFrough,06-10,77963054707,115,99,16,4617,119
OF1,32,GRFrough,07-02,103789178098,98,80,18,5739,120
OF1,32,GRFrough,07-03,68589190116,90,75,15,4536,102
OF1,32,GRFrough,07-04,114494924773,100,83,17,6176,110
OF1,32,GRFrough,07-05,80074011412,106,89,17,5032,122
OF1,32,GRFrough,07-06,92921525873,97,81,16,5457,111
OF1,32,GRFrough,07-08,59703616002,86,71,15,4208,93
OF1,32,GRFrough,07-09,67051090360,89,72,17,4758,99
OF1,32,GRFrough,07-10,89462578404,115,97,18,5652,143
OF1,32,GRFrough,09-04,112261067558,105,85,20,5214,95
OF1,32,GRFrough,09-05,54093876172,97,80,17,3984,86
OF1,32,GRFrough,09-08,64158761791,107,90,17,4167,85
OF1,32,GRFrough,09-10,63217843948,120,103,17,4038,116
OF1,32,GRFrough,10-08,81336719033,101,81,20,4810,98
OF1,32,GRFsmooth,01-02,403842162860,116,101,15,6931,117
OF1,32,GRFsmooth,01-03,697856605326,153,136,17,9272,179
OF1,32,GRFsmooth,01-04,373911573885,117,100,17,7867,145
OF1,32,GRFsmooth,01-05,297729064938,122,105,17,7926,183
OF1,32,GRFsmooth,01-06,259629479824,107,92,15,7180,125
OF1,32,GRFsmooth,01-07,138799197840,91,72,19,5988,107
OF1,32,GRFsmooth,01-08,383713623984,167,145,22,7000,111
OF1,32,GRFsmooth,01-09,327953388574,134,116,18,6762,145
OF1,32,GRFsmooth,01-10,446012564039,148,131,17,7859,217
OF1,32,GRFsmooth,02-04,695828640108,180,153,27,8733,165
OF1,32,GRFsmooth,02-05,506849834076,114,99,15,8281,136
OF1,32,GRFsmooth,02-06,278850001796,115,101,14,6914,135
OF1,32,GRFsmooth,02-08,234095195285,100,84,16,6932,147
OF1,32,GRFsmooth,02-09,456026688321,120,104,16,8132,204
OF1,32,GRFsmooth,02-10,379977180450,110,94,16,8187,156
OF1,32,GRFsmooth,03-02,558632756688,115,93,22,7727,153
OF1,32,GRFsmooth,03-04,840569253383,103,88,15,8363,106
OF1,32,GRFsmooth,03-05,738317538229,137,120,17,8720,187
OF1,32,GRFsmooth,03-06,541390988378,149,131,18,7756,196
OF1,32,GRFsmooth,03-08,404005721605,115,98,17,7648,154
OF1,32,GRFsmooth,03-09,496898116814,115,101,14,6733,107
OF1,32,GRFsmooth,03-10,433513687067,136,118,18,8216,188
OF1,32,GRFsmooth,04-05,270165960994,142,124,18,7707,164
OF1,32,GRFsmooth,04-08,626336320388,118,104,14,8184,112
OF1,32,GRFsmooth,04-10,486414760690,119,108,11,7688,77
OF1,32,GRFsmooth,05-08,475088710766,130,113,17,7949,123
OF1,32,GRFsmooth,05-10,394613715679,136,117,19,7272,121
OF1,32,GRFsmooth,06-04,473390987728,132,115,17,7995,132
OF1,32,GRFsmooth,06-05,309789506399,114,95,19,7303,133
OF1,32,GRFsmooth,06-08,213794664855,111,96,15,6480,111
OF1,32,GRFsmooth,06-09,322293151395,145,127,18,7188,263
OF1,32,GRFsmooth,06-10,283217896601,173,141,32,7257,166
OF1,32,GRFsmooth,07-02,366323901452,101,86,15,7300,119
OF1,32,GRFsmooth,07-03,721063489712,167,149,18,8761,205
OF1,32,GRFsmooth,07-04,422490857745,142,127,15,8261,158
OF1,32,GRFsmooth,07-05,290741726016,110,93,17,7599,127
OF1,32,GRFsmooth,07-06,227933659028,147,131,16,7297,251
OF1,32,GRFsmooth,07-08,365598131836,167,150,17,7781,111
OF1,32,GRFsmooth,07-09,348269920197,111,94,17,8052,169
OF1,32,GRFsmooth,07-10,378164308851,132,115,17,7173,182
OF1,32,GRFsmooth,09-04,415669235129,106,91,15,6704,78
OF1,32,GRFsmooth,09-05,357776853222,185,166,19,7850,206
OF1,32,GRFsmooth,09-08,293907355242,147,119,28,7092,118
OF1,32,GRFsmooth,09-10,236698230761,163,130,33,7110,174
OF1,32,GRFsmooth,10-08,230845592661,166,131,35,7061,222
OF1,32,LogGRF,01-02,388080355449,121,108,13,6612,171
OF1,32,LogGRF,01-03,731166838529,156,137,19,9076,226
OF1,32,LogGRF,01-04,696013438540,126,110,16,8009,189
OF1,32,LogGRF,01-05,1177229400290,110,96,14,7500,104
OF1,32,LogGRF,01-06,501866953266,98,82,16,7285,125
OF1,32,LogGRF,01-07,285623439437,104,89,15,6693,132
OF1,32,LogGRF,01-08,540550350076,153,125,28,6683,135
OF1,32,LogGRF,01-09,1099790842629,128,109,19,8198,188
OF1,32,LogGRF,01-10,847354854882,94,80,14,6449,114
OF1,32,LogGRF,02-04,550030641540,125,110,15,8483,183
OF1,32,LogGRF,02-05,943017112280,89,77,12,7320,72
OF1,32,LogGRF,02-06,382661155100,149,125,24,6758,128
OF1,32,LogGRF,02-08,299066934684,112,98,14,6608,180
OF1,32,LogGRF,02-09,843561714048,147,128,19,8305,182
OF1,32,LogGRF,02-10,587866598843,108,95,13,6899,105
OF1,32,LogGRF,03-02,564226151798,121,104,17,7431,145
OF1,32,LogGRF,03-04,871541920874,130,107,23,7521,185
OF1,32,LogGRF,03-05,829337896562,129,114,15,8478,180
OF1,32,LogGRF,03-06,660345809787,116,102,14,8220,171
OF1,32,LogGRF,03-08,611046609980,131,113,18,6992,163
OF1,32,LogGRF,03-09,813087523418,158,128,30,7677,210
OF1,32,LogGRF,03-10,604018471603,111,91,20,7248,135
OF1,32,LogGRF,04-05,836210874339,125,111,14,8084,180
OF1,32,LogGRF,04-08,485346904215,140,123,17,7287,142
OF1,32,LogGRF,04-10,560389981853,122,95,27,7425,160
OF1,32,LogGRF,05-08,732000819700,84,72,12,7122,82
OF1,32,LogGRF,05-10,464954297767,115,100,15,6997,189
OF1,32,LogGRF,06-04,772543483823,191,159,32,7869,183
OF1,32,LogGRF,06-05,1173610074928,94,81,13,7076,92
OF1,32,LogGRF,06-08,581340592011,133,117,16,7562,214
OF1,32,LogGRF,06-09,760751470109,158,142,16,9490,191
OF1,32,LogGRF,06-10,811939161755,109,96,13,7002,151
OF1,32,LogGRF,07-02,455085991593,118,101,17,7548,160
OF1,32,LogGRF,07-03,698146793833,126,107,19,8058,188
OF1,32,LogGRF,07-04,705506373846,136,116,20,8023,185
OF1,32,LogGRF,07-05,1057784144167,115,100,15,8167,121
OF1,32,LogGRF,07-06,633432661811,114,97,17,7785,169
OF1,32,LogGRF,07-08,480471447078,110,95,15,7046,147
OF1,32,LogGRF,07-09,1152383340952,138,118,20,7512,189
OF1,32,LogGRF,07-10,771177657445,156,128,28,7572,165
OF1,32,LogGRF,09-04,1038208324024,118,98,20,8282,156
OF1,32,LogGRF,09-05,957469197853,144,125,19,8398,185
OF1,32,LogGRF,09-08,833753863897,110,93,17,7849,175
OF1,32,LogGRF,09-10,721543011766,115,96,19,7799,164
OF1,32,LogGRF,10-08,435567537352,101,87,14,6638,130
OF1,32,LogitGRF,01-02,322586026369,126,105,21,7021,191
OF1,32,LogitGRF,01-03,331328964841,111,95,16,6855,133
OF1,32,LogitGRF,01-04,264270922095,106,89,17,6868,104
OF1,32,LogitGRF,01-05,220283295781,110,94,16,5841,114
OF1,32,LogitGRF,01-06,235155854599,153,138,15,6677,215
OF1,32,LogitGRF,01-07,319390732952,110,95,15,6502,104
OF1,32,LogitGRF,01-08,191795113953,158,133,25,5728,137
OF1,32,LogitGRF,01-09,486802003287,123,106,17,8826,173
OF1,32,LogitGRF,01-10,312401040771,110,94,16,7327,150
OF1,32,LogitGRF,02-04,228236351842,86,70,16,5780,102
OF1,32,LogitGRF,02-05,294144602068,113,92,21,6671,158
OF1,32,LogitGRF,02-06,324391127655,135,120,15,7200,183
OF1,32,LogitGRF,02-08,374219736214,108,91,17,7216,165
OF1,32,LogitGRF,02-09,405684647023,162,134,28,7309,172
OF1,32,LogitGRF,02-10,275475244714,95,80,15,6367,103
OF1,32,LogitGRF,03-02,374386568218,107,92,15,6794,116
OF1,32,LogitGRF,03-04,403832168459,137,109,28,6769,165
OF1,32,LogitGRF,03-05,253943172301,104,88,16,5936,109
OF1,32,LogitGRF,03-06,292835729059,126,108,18,7100,193
OF1,32,LogitGRF,03-08,417384627240,133,115,18,8149,197
OF1,32,LogitGRF,03-09,292241786710,105,90,15,6799,162
OF1,32,LogitGRF,03-10,279342740158,105,90,15,5923,119
OF1,32,LogitGRF,04-05,304310070392,121,104,17,6611,131
OF1,32,LogitGRF,04-08,280112188427,123,95,28,6110,133
OF1,32,LogitGRF,04-10,300775775460,103,87,16,5910,129
OF1,32,LogitGRF,05-08,287036860572,107,91,16,6236,136
OF1,32,LogitGRF,05-10,308783084581,133,119,14,7343,234
OF1,32,LogitGRF,06-04,313069262978,122,105,17,5961,123
OF1,32,LogitGRF,06-05,248110042993,116,89,27,5391,119
OF1,32,LogitGRF,06-08,264403590782,108,92,16,6612,126
OF1,32,LogitGRF,06-09,440461524614,128,112,16,7658,174
OF1,32,LogitGRF,06-10,265124486590,97,80,17,6730,157
OF1,32,LogitGRF,07-02,489986217505,126,111,15,7532,152
OF1,32,LogitGRF,07-03,266848497871,90,73,17,6084,112
OF1,32,LogitGRF,07-04,450596081245,114,89,25,7464,105
OF1,32,LogitGRF,07-05,346893390200,111,97,14,6799,141
OF1,32,LogitGRF,07-06,262583774247,127,110,17,6175,148
OF1,32,LogitGRF,07-08,417586631018,142,119,23,6824,115
OF1,32,LogitGRF,07-09,485462180104,117,99,18,7768,178
OF1,32,LogitGRF,07-10,384457073795,132,114,18,8498,189
OF1,32,LogitGRF,09-04,475514556590,127,109,18,7819,158
OF1,32,LogitGRF,09-05,388010485342,120,104,16,7455,159
OF1,32,LogitGRF,09-08,561804465922,129,111,18,7805,179
OF1,32,LogitGRF,09-10,274662715678,113,86,27,6408,114
OF1,32,LogitGRF,10-08,378689105553,138,122,16,7290,192
OF1,32,MicroscopyImages,01-02,288091795570,73,59,14,4559,131
OF1,32,MicroscopyImages,01-03,863488996159,65,49,16,4306,136
OF1,32,MicroscopyImages,01-04,602487193894,73,58,15,4974,133
OF1,32,MicroscopyImages,01-05,716655024595,75,60,15,4756,142
OF1,32,MicroscopyImages,01-06,752182099161,89,73,16,6011,163
OF1,32,MicroscopyImages,01-07,640614484066,62,46,16,4135,128
OF1,32,MicroscopyImages,01-08,654978042776,129,99,30,5070,142
OF1,32,MicroscopyImages,01-09,601240068693,60,47,13,3674,121
OF1,32,MicroscopyImages,01-10,499921086020,71,56,15,5037,111
OF1,32,MicroscopyImages,02-04,696264304203,89,73,16,5882,116
OF1,32,MicroscopyImages,02-05,622013405235,99,81,18,6940,141
OF1,32,MicroscopyImages,02-06,696224545500,105,90,15,7445,160
OF1,32,MicroscopyImages,02-08,683046538051,103,86,17,7002,153
OF1,32,MicroscopyImages,02-09,470174194943,62,50,12,3992,84
OF1,32,MicroscopyImages,02-10,380216936218,105,82,23,5044,96
OF1,32,MicroscopyImages,03-02,943241979264,83,68,15,5361,161
OF1,32,MicroscopyImages,03-04,326306850920,66,52,14,4405,111
OF1,32,MicroscopyImages,03-05,551197004237,75,61,14,4886,144
OF1,32,MicroscopyImages,03-06,406106431361,74,60,14,5203,124
OF1,32,MicroscopyImages,03-08,561310235684,65,53,12,5324,90
OF1,32,MicroscopyImages,03-09,619376404603,73,56,17,5114,146
OF1,32,MicroscopyImages,03-10,675376408824,82,67,15,6169,146
OF1,32,MicroscopyImages,04-05,486469592884,114,96,18,5908,140
OF1,32,MicroscopyImages,04-08,477932408499,141,111,30,7173,183
OF1,32,MicroscopyImages,04-10,431337791807,140,113,27,6795,176
OF1,32,MicroscopyImages,05-08,461378393734,107,86,21,6206,163
OF1,32,MicroscopyImages,05-10,383069883167,121,95,26,5876,146
OF1,32,MicroscopyImages,06-04,435624394866,117,100,17,6809,131
OF1,32,MicroscopyImages,06-05,178464486235,83,68,15,4424,117
OF1,32,MicroscopyImages,06-08,460501289132,179,157,22,7659,221
OF1,32,MicroscopyImages,06-09,448202218031,96,81,15,6861,202
OF1,32,MicroscopyImages,06-10,440203903174,114,95,19,6565,145
OF1,32,MicroscopyImages,07-02,648015919312,88,70,18,5988,161
OF1,32,MicroscopyImages,07-03,593554669312,53,41,12,4225,82
OF1,32,MicroscopyImages,07-04,483244181894,69,56,13,5172,117
OF1,32,MicroscopyImages,07-05,464929547495,101,83,18,5158,156
OF1,32,MicroscopyImages,07-06,476673645602,114,97,17,6852,189
OF1,32,MicroscopyImages,07-08,146064523201,78,63,15,3811,108
OF1,32,MicroscopyImages,07-09,667405694496,91,73,18,5491,179
OF1,32,MicroscopyImages,07-10,617854201292,138,121,17,6528,165
OF1,32,MicroscopyImages,09-04,481036145335,106,80,26,5216,165
OF1,32,MicroscopyImages,09-05,422424966228,89,73,16,4887,135
OF1,32,MicroscopyImages,09-08,673725392410,102,84,18,6280,158
OF1,32,MicroscopyImages,09-10,217002116859,73,56,17,4214,79
OF1,32,MicroscopyImages,10-08,626166563729,121,101,20,7477,156
OF1,32,Shapes,01-02,470495776000,57,49,8,5309,119
OF1,32,Shapes,01-03,88614400000,54,49,5,4226,106
OF1,32,Shapes,01-04,327099771023,74,59,15,5248,104
OF1,32,Shapes,01-05,249596333584,56,45,11,4894,78
OF1,32,Shapes,01-06,611118800000,67,55,12,6560,124
OF1,32,Shapes,01-07,441757895836,71,57,14,5754,133
OF1,32,Shapes,01-08,346687557361,69,56,13,3817,81
OF1,32,Shapes,01-09,229883600000,63,53,10,4886,94
OF1,32,Shapes,01-10,158095790368,56,45,11,3981,82
OF1,32,Shapes,02-04,156858382442,22,17,5,1888,43
OF1,32,Shapes,02-05,557533779434,32,27,5,3071,85
OF1,32,Shapes,02-06,577436896000,31,24,7,3033,83
OF1,32,Shapes,02-08,219258534999,16,12,4,1446,65
OF1,32,Shapes,02-09,514296672000,32,26,6,3119,93
OF1,32,Shapes,02-10,555213532931,35,29,6,2971,93
OF1,32,Shapes,03-02,472479232000,44,36,8,3038,95
OF1,32,Shapes,03-04,332983350461,34,27,7,2938,85
OF1,32,Shapes,03-05,256777101052,26,20,6,2424,55
OF1,32,Shapes,03-06,613242200000,40,34,6,3793,119
OF1,32,Shapes,03-08,351798520196,34,26,8,2414,83
OF1,32,Shapes,03-09,234633600000,35,30,5,3484,79
OF1,32,Shapes,03-10,177476288970,37,31,6,2444,80
OF1,32,Shapes,04-05,407594177630,42,33,9,3455,100
OF1,32,Shapes,04-08,141250968845,23,18,5,2106,68
OF1,32,Shapes,04-10,412176631684,39,30,9,2598,95
OF1,32,Shapes,05-08,374715170072,24,17,7,1955,56
OF1,32,Shapes,05-10,284555510052,48,36,12,2711,96
OF1,32,Shapes,06-04,552783340482,38,29,9,3817,104
OF1,32,Shapes,06-05,643339299281,36,28,8,4116,104
OF1,32,Shapes,06-08,575416475748,29,23,6,3481,117
OF1,32,Shapes,06-09,635712000000,45,35,10,4532,129
OF1,32,Shapes,06-10,638897571089,41,31,10,3972,118
OF1,32,Shapes,07-02,462919981985,41,34,7,4219,118
OF1,32,Shapes,07-03,447638330547,39,31,8,3702,114
OF1,32,Shapes,07-04,420470543441,42,32,10,3685,98
OF1,32,Shapes,07-05,505379987939,39,30,9,3552,94
OF1,32,Shapes,07-06,968532082158,50,39,11,4198,152
OF1,32,Shapes,07-08,439586401911,34,26,8,3638,115
OF1,32,Shapes,07-09,494049863913,54,44,10,3930,153
OF1,32,Shapes,07-10,490806292603,47,37,10,3455,117
OF1,32,Shapes,09-04,399924053927,47,34,13,3399,110
OF1,32,Shapes,09-05,342734072695,52,42,10,3441,122
OF1,32,Shapes,09-08,416224515635,42,36,6,2691,179
OF1,32,Shapes,09-10,278084896387,38,27,11,2628,74
OF1,32,Shapes,10-08,447574964719,25,19,6,2544,80
OF1,32,WhiteNoise,01-02,57155605881,88,73,15,3272,89
OF1,32,WhiteNoise,01-03,60369901313,94,79,15,3256,103
OF1,32,WhiteNoise,01-04,72488445412,90,77,13,3687,95
OF1,32,WhiteNoise,01-05,62577225562,97,83,14,3601,108
OF1,32,WhiteNoise,01-06,53211775118,81,69,12,3143,96
OF1,32,WhiteNoise,01-07,58499517183,78,63,15,3655,101
OF1,32,WhiteNoise,01-08,56645248683,155,131,24,3228,96
OF1,32,WhiteNoise,01-09,70309185938,106,94,12,3737,117
OF1,32,WhiteNoise,01-10,60256268958,85,73,12,3441,106
OF1,32,WhiteNoise,02-04,71415060782,113,97,16,3740,116
OF1,32,WhiteNoise,02-05,61544691084,93,80,13,3506,107
OF1,32,WhiteNoise,02-06,59979296430,77,62,15,3320,97
OF1,32,WhiteNoise,02-08,54465738427,87,72,15,3123,89
OF1,32,WhiteNoise,02-09,61597100671,106,86,20,3288,101
